mode,operation,string_set1,string_set2,string,MinDFA,Z3SimpleStringSet
constant,intersection,"['ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'jvtk', 'jb', 'gkmncxlcu', 'qrunsafkgkm', 'nogddvqbt', 'tujdiybslcoitddzrytq', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'dmarblpy', 'siwivoyascqlhfrtzarvedetkuqb', 'tsowmqo', 'jytmqmfph', 'wqnckoqysebqfwqcuijcfsvts', 'zbjrbgy', 'eiond']","['lnzcmzfevbhls', 'wmvupesdo', 'okxiwvjvwwjheotwpzgvz', 'ane', 'coxgiwdsbqh', 'eyapkbpccv', 'jnqvfttpeuizjf', 'jwwzhghaszec']",,0.0072228999342769384,0.00012990017421543598
constant,union,"['ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'jvtk', 'jb', 'gkmncxlcu', 'qrunsafkgkm', 'nogddvqbt', 'tujdiybslcoitddzrytq', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'dmarblpy', 'siwivoyascqlhfrtzarvedetkuqb', 'tsowmqo', 'jytmqmfph', 'wqnckoqysebqfwqcuijcfsvts', 'zbjrbgy', 'eiond']","['lnzcmzfevbhls', 'wmvupesdo', 'okxiwvjvwwjheotwpzgvz', 'ane', 'coxgiwdsbqh', 'eyapkbpccv', 'jnqvfttpeuizjf', 'jwwzhghaszec']",,0.31123000010848045,5.249981768429279e-05
constant,contained_in,"['ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'jvtk', 'jb', 'gkmncxlcu', 'qrunsafkgkm', 'nogddvqbt', 'tujdiybslcoitddzrytq', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'dmarblpy', 'siwivoyascqlhfrtzarvedetkuqb', 'tsowmqo', 'jytmqmfph', 'wqnckoqysebqfwqcuijcfsvts', 'zbjrbgy', 'eiond']","['lnzcmzfevbhls', 'wmvupesdo', 'okxiwvjvwwjheotwpzgvz', 'ane', 'coxgiwdsbqh', 'eyapkbpccv', 'jnqvfttpeuizjf', 'jwwzhghaszec']",,0.19314290001057088,0.010656500002369285
constant,contained_in,"['lnzcmzfevbhls', 'wmvupesdo', 'okxiwvjvwwjheotwpzgvz', 'ane', 'coxgiwdsbqh', 'eyapkbpccv', 'jnqvfttpeuizjf', 'jwwzhghaszec']","['ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'jvtk', 'jb', 'gkmncxlcu', 'qrunsafkgkm', 'nogddvqbt', 'tujdiybslcoitddzrytq', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'dmarblpy', 'siwivoyascqlhfrtzarvedetkuqb', 'tsowmqo', 'jytmqmfph', 'wqnckoqysebqfwqcuijcfsvts', 'zbjrbgy', 'eiond']",,0.07222259999252856,0.009657100075855851
constant,contained_in,[],"['lnzcmzfevbhls', 'wmvupesdo', 'okxiwvjvwwjheotwpzgvz', 'ane', 'coxgiwdsbqh', 'eyapkbpccv', 'jnqvfttpeuizjf', 'jwwzhghaszec']",,0.002215899992734194,0.007091599982231855
constant,contained_in,"['ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'jvtk', 'jb', 'gkmncxlcu', 'qrunsafkgkm', 'nogddvqbt', 'tujdiybslcoitddzrytq', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'dmarblpy', 'siwivoyascqlhfrtzarvedetkuqb', 'tsowmqo', 'jytmqmfph', 'wqnckoqysebqfwqcuijcfsvts', 'zbjrbgy', 'eiond']","['zoqtmxsqwpldsxu', 'jvtk', 'ane', 'gkmncxlcu', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'qrunsafkgkm', 'jwwzhghaszec', 'lnzcmzfevbhls', 'wmvupesdo', 'okxiwvjvwwjheotwpzgvz', 'jb', 'coxgiwdsbqh', 'tujdiybslcoitddzrytq', 'tsowmqo', 'jytmqmfph', 'wqnckoqysebqfwqcuijcfsvts', 'eyapkbpccv', 'siwivoyascqlhfrtzarvedetkuqb', 'zbjrbgy', 'eiond', 'ctrmqqddurghox', 'nogddvqbt', 'dmarblpy', 'jnqvfttpeuizjf']",,0.007562000071629882,0.00674129999242723
constant,intersection,"['qyxuhityfuysstuo', 'qlgyhe', 'jb', 'nogddvqbt', 'wvafpgju', 'lumwjuexq', 'ilmmfpzz', 'oechln', 't', 'vep', 'pofnppkdkpmr', 'uwpeayyfwbdzqtytqrfpyuyuo', 'savs', 'jwwzhghaszec']","['', 'nx', 'wmvupesdo', 'zoqtmxsqwpldsxu', 'wvplxlihgxygpsqdjfwi', 'rtcojdbphelxrxnpi', 'pofnppkdkpmr', 'jsehllizrtutwfykfscucgolksbyv', 'mdo', 'zbjrbgy']",,0.010236499831080437,0.00013060006313025951
constant,union,"['qyxuhityfuysstuo', 'qlgyhe', 'jb', 'nogddvqbt', 'wvafpgju', 'lumwjuexq', 'ilmmfpzz', 'oechln', 't', 'vep', 'pofnppkdkpmr', 'uwpeayyfwbdzqtytqrfpyuyuo', 'savs', 'jwwzhghaszec']","['', 'nx', 'wmvupesdo', 'zoqtmxsqwpldsxu', 'wvplxlihgxygpsqdjfwi', 'rtcojdbphelxrxnpi', 'pofnppkdkpmr', 'jsehllizrtutwfykfscucgolksbyv', 'mdo', 'zbjrbgy']",,0.15468690008856356,5.2800169214606285e-05
constant,contained_in,"['qyxuhityfuysstuo', 'qlgyhe', 'jb', 'nogddvqbt', 'wvafpgju', 'lumwjuexq', 'ilmmfpzz', 'oechln', 't', 'vep', 'pofnppkdkpmr', 'uwpeayyfwbdzqtytqrfpyuyuo', 'savs', 'jwwzhghaszec']","['', 'nx', 'wmvupesdo', 'zoqtmxsqwpldsxu', 'wvplxlihgxygpsqdjfwi', 'rtcojdbphelxrxnpi', 'pofnppkdkpmr', 'jsehllizrtutwfykfscucgolksbyv', 'mdo', 'zbjrbgy']",,0.06282879994250834,0.010421099839732051
constant,contained_in,"['', 'nx', 'wmvupesdo', 'zoqtmxsqwpldsxu', 'wvplxlihgxygpsqdjfwi', 'rtcojdbphelxrxnpi', 'pofnppkdkpmr', 'jsehllizrtutwfykfscucgolksbyv', 'mdo', 'zbjrbgy']","['qyxuhityfuysstuo', 'qlgyhe', 'jb', 'nogddvqbt', 'wvafpgju', 'lumwjuexq', 'ilmmfpzz', 'oechln', 't', 'vep', 'pofnppkdkpmr', 'uwpeayyfwbdzqtytqrfpyuyuo', 'savs', 'jwwzhghaszec']",,0.06070020003244281,0.009063899982720613
constant,contained_in,['pofnppkdkpmr'],"['', 'nx', 'wmvupesdo', 'zoqtmxsqwpldsxu', 'wvplxlihgxygpsqdjfwi', 'rtcojdbphelxrxnpi', 'pofnppkdkpmr', 'jsehllizrtutwfykfscucgolksbyv', 'mdo', 'zbjrbgy']",,0.0025510000996291637,0.006686700042337179
constant,contained_in,"['qyxuhityfuysstuo', 'qlgyhe', 'jb', 'nogddvqbt', 'wvafpgju', 'lumwjuexq', 'ilmmfpzz', 'oechln', 't', 'vep', 'pofnppkdkpmr', 'uwpeayyfwbdzqtytqrfpyuyuo', 'savs', 'jwwzhghaszec']","['', 'zoqtmxsqwpldsxu', 'oechln', 'vep', 'jwwzhghaszec', 'nx', 'qyxuhityfuysstuo', 'wmvupesdo', 'wvplxlihgxygpsqdjfwi', 'jb', 't', 'uwpeayyfwbdzqtytqrfpyuyuo', 'savs', 'wvafpgju', 'lumwjuexq', 'ilmmfpzz', 'pofnppkdkpmr', 'zbjrbgy', 'qlgyhe', 'nogddvqbt', 'rtcojdbphelxrxnpi', 'jsehllizrtutwfykfscucgolksbyv', 'mdo']",,0.005051199812442064,0.0067119000013917685
constant,intersection,"['ir', 'nx', 'qyxuhityfuysstuo', 'kdgeicr', 'ua', 'jb', 'gkmncxlcu', 'ane', 'mwnrbnyw', 'uywfco', 'ulw', 'jx', 'mdo', 'iwcvmuyr', 'scdnzyojnt', 'elebzbgvynxhzn', 'skpuixinmecdfnmoradrydfxiydjqefyap', 'eopuhjrhddewwpheteinzajspolyoghhn']","['qlgyhe', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'rchpmfmzjxrpjbr', 'iuznhic', 'jsehllizrtutwfykfscucgolksbyv']",,0.005592100089415908,0.00012960005551576614
constant,union,"['ir', 'nx', 'qyxuhityfuysstuo', 'kdgeicr', 'ua', 'jb', 'gkmncxlcu', 'ane', 'mwnrbnyw', 'uywfco', 'ulw', 'jx', 'mdo', 'iwcvmuyr', 'scdnzyojnt', 'elebzbgvynxhzn', 'skpuixinmecdfnmoradrydfxiydjqefyap', 'eopuhjrhddewwpheteinzajspolyoghhn']","['qlgyhe', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'rchpmfmzjxrpjbr', 'iuznhic', 'jsehllizrtutwfykfscucgolksbyv']",,0.2077316998038441,5.269981920719147e-05
constant,contained_in,"['ir', 'nx', 'qyxuhityfuysstuo', 'kdgeicr', 'ua', 'jb', 'gkmncxlcu', 'ane', 'mwnrbnyw', 'uywfco', 'ulw', 'jx', 'mdo', 'iwcvmuyr', 'scdnzyojnt', 'elebzbgvynxhzn', 'skpuixinmecdfnmoradrydfxiydjqefyap', 'eopuhjrhddewwpheteinzajspolyoghhn']","['qlgyhe', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'rchpmfmzjxrpjbr', 'iuznhic', 'jsehllizrtutwfykfscucgolksbyv']",,0.10714310011826456,0.010401800042018294
constant,contained_in,"['qlgyhe', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'rchpmfmzjxrpjbr', 'iuznhic', 'jsehllizrtutwfykfscucgolksbyv']","['ir', 'nx', 'qyxuhityfuysstuo', 'kdgeicr', 'ua', 'jb', 'gkmncxlcu', 'ane', 'mwnrbnyw', 'uywfco', 'ulw', 'jx', 'mdo', 'iwcvmuyr', 'scdnzyojnt', 'elebzbgvynxhzn', 'skpuixinmecdfnmoradrydfxiydjqefyap', 'eopuhjrhddewwpheteinzajspolyoghhn']",,0.06505460012704134,0.009376900037750602
constant,contained_in,[],"['qlgyhe', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'rchpmfmzjxrpjbr', 'iuznhic', 'jsehllizrtutwfykfscucgolksbyv']",,0.0022865000646561384,0.006777100032195449
constant,contained_in,"['ir', 'nx', 'qyxuhityfuysstuo', 'kdgeicr', 'ua', 'jb', 'gkmncxlcu', 'ane', 'mwnrbnyw', 'uywfco', 'ulw', 'jx', 'mdo', 'iwcvmuyr', 'scdnzyojnt', 'elebzbgvynxhzn', 'skpuixinmecdfnmoradrydfxiydjqefyap', 'eopuhjrhddewwpheteinzajspolyoghhn']","['zoqtmxsqwpldsxu', 'ane', 'gkmncxlcu', 'iuznhic', 'scdnzyojnt', 'nx', 'qyxuhityfuysstuo', 'kdgeicr', 'pkkkleqkdhbmnfsgpojcqhl', 'jb', 'rchpmfmzjxrpjbr', 'iwcvmuyr', 'elebzbgvynxhzn', 'skpuixinmecdfnmoradrydfxiydjqefyap', 'ir', 'eopuhjrhddewwpheteinzajspolyoghhn', 'qlgyhe', 'ua', 'mwnrbnyw', 'uywfco', 'ulw', 'jx', 'jsehllizrtutwfykfscucgolksbyv', 'mdo']",,0.005970099940896034,0.006677600089460611
constant,intersection,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']","['ir', 'ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'mwnrbnyw', 'siwivoyascqlhfrtzarvedetkuqb', 'ohdlumdo', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'mdo', 'uwpeayyfwbdzqtytqrfpyuyuo', 'iwcvmuyr', 'scdnzyojnt', 'zbjrbgy', 'knxiwbhozh', 'ksudktwcdscjhf', 'i', 'tbwo']",,0.05729669984430075,0.0001300000585615635
constant,union,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']","['ir', 'ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'mwnrbnyw', 'siwivoyascqlhfrtzarvedetkuqb', 'ohdlumdo', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'mdo', 'uwpeayyfwbdzqtytqrfpyuyuo', 'iwcvmuyr', 'scdnzyojnt', 'zbjrbgy', 'knxiwbhozh', 'ksudktwcdscjhf', 'i', 'tbwo']",,0.44106000009924173,5.229981616139412e-05
constant,contained_in,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']","['ir', 'ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'mwnrbnyw', 'siwivoyascqlhfrtzarvedetkuqb', 'ohdlumdo', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'mdo', 'uwpeayyfwbdzqtytqrfpyuyuo', 'iwcvmuyr', 'scdnzyojnt', 'zbjrbgy', 'knxiwbhozh', 'ksudktwcdscjhf', 'i', 'tbwo']",,0.1036442001350224,0.011257299920544028
constant,contained_in,"['ir', 'ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'mwnrbnyw', 'siwivoyascqlhfrtzarvedetkuqb', 'ohdlumdo', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'mdo', 'uwpeayyfwbdzqtytqrfpyuyuo', 'iwcvmuyr', 'scdnzyojnt', 'zbjrbgy', 'knxiwbhozh', 'ksudktwcdscjhf', 'i', 'tbwo']","['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']",,0.18278330005705357,0.009998500114306808
constant,contained_in,"['knxiwbhozh', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'zoqtmxsqwpldsxu']","['ir', 'ctrmqqddurghox', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'mwnrbnyw', 'siwivoyascqlhfrtzarvedetkuqb', 'ohdlumdo', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'mdo', 'uwpeayyfwbdzqtytqrfpyuyuo', 'iwcvmuyr', 'scdnzyojnt', 'zbjrbgy', 'knxiwbhozh', 'ksudktwcdscjhf', 'i', 'tbwo']",,0.0058599000331014395,0.006887800060212612
constant,contained_in,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']","['zoqtmxsqwpldsxu', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'knxiwbhozh', 'scdnzyojnt', 'qrunsafkgkm', 'qyxuhityfuysstuo', 'pkkkleqkdhbmnfsgpojcqhl', 'ksudktwcdscjhf', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'uwpeayyfwbdzqtytqrfpyuyuo', 'iwcvmuyr', 'js', 'tbwo', 'kciqraii', 'ir', 'ahxxcb', 'siwivoyascqlhfrtzarvedetkuqb', 'zbjrbgy', 'ycdollivtrfiuhyhzi', 'i', 'ua', 'ctrmqqddurghox', 'otlmkbuk', 'mwnrbnyw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'mdo']",,0.008959899889305234,0.006785700097680092
constant,intersection,"['ytfwzxnxoyohzgsoyqfzi', 'ahxxcb', 'tujdiybslcoitddzrytq', 'oechln', 'ka', 'jytmqmfph', 'pofnppkdkpmr', 'jwwzhghaszec']","['ydwa', 'wmvupesdo', 'ucyjgbpy', 'bqqq', 'zbsccrerqnrwjvooh', 'ksudktwcdscjhf', 'pofnppkdkpmr', 'wsrgeqvsqbqs']",,0.007805800065398216,0.0001330000814050436
constant,union,"['ytfwzxnxoyohzgsoyqfzi', 'ahxxcb', 'tujdiybslcoitddzrytq', 'oechln', 'ka', 'jytmqmfph', 'pofnppkdkpmr', 'jwwzhghaszec']","['ydwa', 'wmvupesdo', 'ucyjgbpy', 'bqqq', 'zbsccrerqnrwjvooh', 'ksudktwcdscjhf', 'pofnppkdkpmr', 'wsrgeqvsqbqs']",,0.08392559993080795,5.21000474691391e-05
constant,contained_in,"['ytfwzxnxoyohzgsoyqfzi', 'ahxxcb', 'tujdiybslcoitddzrytq', 'oechln', 'ka', 'jytmqmfph', 'pofnppkdkpmr', 'jwwzhghaszec']","['ydwa', 'wmvupesdo', 'ucyjgbpy', 'bqqq', 'zbsccrerqnrwjvooh', 'ksudktwcdscjhf', 'pofnppkdkpmr', 'wsrgeqvsqbqs']",,0.03682569996453822,0.009936599992215633
constant,contained_in,"['ydwa', 'wmvupesdo', 'ucyjgbpy', 'bqqq', 'zbsccrerqnrwjvooh', 'ksudktwcdscjhf', 'pofnppkdkpmr', 'wsrgeqvsqbqs']","['ytfwzxnxoyohzgsoyqfzi', 'ahxxcb', 'tujdiybslcoitddzrytq', 'oechln', 'ka', 'jytmqmfph', 'pofnppkdkpmr', 'jwwzhghaszec']",,0.030388500075787306,0.00872969999909401
constant,contained_in,['pofnppkdkpmr'],"['ydwa', 'wmvupesdo', 'ucyjgbpy', 'bqqq', 'zbsccrerqnrwjvooh', 'ksudktwcdscjhf', 'pofnppkdkpmr', 'wsrgeqvsqbqs']",,0.001838100142776966,0.00670839985832572
constant,contained_in,"['ytfwzxnxoyohzgsoyqfzi', 'ahxxcb', 'tujdiybslcoitddzrytq', 'oechln', 'ka', 'jytmqmfph', 'pofnppkdkpmr', 'jwwzhghaszec']","['ydwa', 'ytfwzxnxoyohzgsoyqfzi', 'wmvupesdo', 'ucyjgbpy', 'ahxxcb', 'bqqq', 'tujdiybslcoitddzrytq', 'oechln', 'zbsccrerqnrwjvooh', 'ka', 'ksudktwcdscjhf', 'jytmqmfph', 'pofnppkdkpmr', 'jwwzhghaszec', 'wsrgeqvsqbqs']",,0.0036104999016970396,0.006644900189712644
constant,intersection,"['nx', 'ydwa', 'ua', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'coxgiwdsbqh', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'cxzbrvlyx', 'ycdollivtrfiuhyhzi']","['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.00847670016810298,0.00010619987733662128
constant,union,"['nx', 'ydwa', 'ua', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'coxgiwdsbqh', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'cxzbrvlyx', 'ycdollivtrfiuhyhzi']","['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.46205199998803437,5.039991810917854e-05
constant,contained_in,"['nx', 'ydwa', 'ua', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'coxgiwdsbqh', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'cxzbrvlyx', 'ycdollivtrfiuhyhzi']","['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.1521546000149101,0.010961400112137198
constant,contained_in,"['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']","['nx', 'ydwa', 'ua', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'coxgiwdsbqh', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'cxzbrvlyx', 'ycdollivtrfiuhyhzi']",,0.21507530007511377,0.011017599841579795
constant,contained_in,[],"['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.004826799966394901,0.0067767000291496515
constant,contained_in,"['nx', 'ydwa', 'ua', 'zoqtmxsqwpldsxu', 'otlmkbuk', 'coxgiwdsbqh', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'cxzbrvlyx', 'ycdollivtrfiuhyhzi']","['zoqtmxsqwpldsxu', 'jvtk', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'nx', 'ydwa', 'qqmblacxdxe', 'coxgiwdsbqh', 't', 'ksudktwcdscjhf', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'ycdollivtrfiuhyhzi', 'eopuhjrhddewwpheteinzajspolyoghhn', 'ua', 'otlmkbuk', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'cxzbrvlyx', 'ef']",,0.008935300167649984,0.006912800017744303
constant,intersection,"['elebzbgvynxhzn', 'kciqraii']","['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.005367700010538101,0.00013520009815692902
constant,union,"['elebzbgvynxhzn', 'kciqraii']","['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.1870780000463128,5.329982377588749e-05
constant,contained_in,"['elebzbgvynxhzn', 'kciqraii']","['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.016079399967566133,0.010304800001904368
constant,contained_in,"['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']","['elebzbgvynxhzn', 'kciqraii']",,0.16910409997217357,0.009198399959132075
constant,contained_in,"['elebzbgvynxhzn', 'kciqraii']","['jvtk', 'jwwzhghaszec', 'wsrgeqvsqbqs', 'qqmblacxdxe', 't', 'ksudktwcdscjhf', 'sajnxtpnmvxotmv', 'nfkkjwwo', 'elebzbgvynxhzn', 'kciqraii', 'ldqj', 'ahxxcb', 'eyapkbpccv', 'mst', 'scbbcigxshzd', 'pofnppkdkpmr', 'eiond', 'eopuhjrhddewwpheteinzajspolyoghhn', 'olcqkhapryotpeowckw', 'ohdlumdo', 'jsehllizrtutwfykfscucgolksbyv', 'ef']",,0.005429000128060579,0.006686900043860078
